problem,intervals,method,error_pct,method_ms,cg,cg_error_pct,cg_ms,speedup,job_id,source,error_definition,note,method_outliers,cg_outliers,method_median_error_pct
Reflective wave2D,256,nested_q32,2.8017170262552593,2520.176619058475,cg_1e-06,0.40078308785751565,142.51105801668018,0.056548043870798856,3783805,worktrees/2026-09-17-w-ladder/experiments/w-ladder/reports/summary.json,Worst current-relative displacement L2. Velocity and energy are separate metrics.,Development. CG solves the full-grid implicit-midpoint system. Candidates include the retained tolerance/time-step ladder and must pass the full-state gate. These NM-ROM configurations still fail their full-state accuracy gate.,,,
Reflective wave2D,256,linear_bank64,2.811492713319155,1.4277290320023894,cg_1e-06,0.40078308785751565,142.51105801668018,99.81660022476987,3783805,worktrees/2026-09-17-w-ladder/experiments/w-ladder/reports/summary.json,Worst current-relative displacement L2. Velocity and energy are separate metrics.,Development. CG solves the full-grid implicit-midpoint system. Candidates include the retained tolerance/time-step ladder and must pass the full-state gate. These NM-ROM configurations still fail their full-state accuracy gate.,,,
Reflective wave2D,1024,head_q0,6.1065974723820435,192.46241403743625,cgdt_0.005_tol_0.01,5.141286643737978,583.0259120557457,3.0292975123046113,3780450,worktrees/2026-09-17-w-ladder/experiments/w-ladder/reports/summary.json,Worst current-relative displacement L2. Velocity and energy are separate metrics.,Development. CG solves the full-grid implicit-midpoint system. Candidates include the retained tolerance/time-step ladder and must pass the full-state gate. These NM-ROM configurations still fail their full-state accuracy gate.,,,
Reflective wave2D,1024,nested_q32,2.8094300105452796,2529.4449974317104,cg_1e-06,0.4009530807822456,1043.3680776041,0.4124889367681413,3780450,worktrees/2026-09-17-w-ladder/experiments/w-ladder/reports/summary.json,Worst current-relative displacement L2. Velocity and energy are separate metrics.,Development. CG solves the full-grid implicit-midpoint system. Candidates include the retained tolerance/time-step ladder and must pass the full-state gate. These NM-ROM configurations still fail their full-state accuracy gate.,,,
Reflective wave2D,1024,linear_bank64,2.8192432530487332,4.562370013445616,cg_1e-06,0.4009530807822456,1043.3680776041,228.689929692073,3780450,worktrees/2026-09-17-w-ladder/experiments/w-ladder/reports/summary.json,Worst current-relative displacement L2. Velocity and energy are separate metrics.,Development. CG solves the full-grid implicit-midpoint system. Candidates include the retained tolerance/time-step ladder and must pass the full-state gate. These NM-ROM configurations still fail their full-state accuracy gate.,,,
Heat2D,64,nmrom_cholesky,4.559260371319415,11.226765462197363,fom_cg_cn_tol1e2,1.5860306094822634,2.503836411051452,0.22302384595833427,3529772,worktrees/2026-09-07-mr-heat2d/experiments/mr-heat2d/runs/iterative_cg09/archive/outputs/results.json,Worst current-relative physical-reference L2 over all cases and all requested times.,"Earlier audited frozen-checkpoint experiment, measured separately from the newest direct-FOM table. CG and NM-ROM use matching Crank–Nicolson steps. All displayed CG solves converged; the nonlinear model passed its stopping checks.",0,0,
Heat2D,64,linear_weak_exact,1.6757537550577573,0.1083100214600563,fom_cg_cn_tol1e2,1.5860306094822634,2.503836411051452,23.117310635699976,3529772,worktrees/2026-09-07-mr-heat2d/experiments/mr-heat2d/runs/iterative_cg09/archive/outputs/results.json,Worst current-relative physical-reference L2 over all cases and all requested times.,"Earlier audited frozen-checkpoint experiment, measured separately from the newest direct-FOM table. CG and NM-ROM use matching Crank–Nicolson steps. All displayed CG solves converged; the nonlinear model passed its stopping checks.",1,0,
Heat2D,256,nmrom_cholesky,4.555681208224373,11.341399629600346,fom_cg_cn_tol1e2,0.9254642451452146,6.938944570720196,0.6118243600736881,3529772,worktrees/2026-09-07-mr-heat2d/experiments/mr-heat2d/runs/iterative_cg09/archive/outputs/results.json,Worst current-relative physical-reference L2 over all cases and all requested times.,"Earlier audited frozen-checkpoint experiment, measured separately from the newest direct-FOM table. CG and NM-ROM use matching Crank–Nicolson steps. All displayed CG solves converged; the nonlinear model passed its stopping checks.",0,0,
Heat2D,256,linear_weak_exact,1.6758301823072852,0.1381520414724946,fom_cg_cn_tol1e2,0.9254642451452146,6.938944570720196,50.226869590643766,3529772,worktrees/2026-09-07-mr-heat2d/experiments/mr-heat2d/runs/iterative_cg09/archive/outputs/results.json,Worst current-relative physical-reference L2 over all cases and all requested times.,"Earlier audited frozen-checkpoint experiment, measured separately from the newest direct-FOM table. CG and NM-ROM use matching Crank–Nicolson steps. All displayed CG solves converged; the nonlinear model passed its stopping checks.",2,0,
Heat2D,1024,nmrom_cholesky,4.555479479880739,12.206228449940681,fom_cg_cn_tol1e2,0.7706845902824921,59.1779820388183,4.848179130967018,3529772,worktrees/2026-09-07-mr-heat2d/experiments/mr-heat2d/runs/iterative_cg09/archive/outputs/results.json,Worst current-relative physical-reference L2 over all cases and all requested times.,"Earlier audited frozen-checkpoint experiment, measured separately from the newest direct-FOM table. CG and NM-ROM use matching Crank–Nicolson steps. All displayed CG solves converged; the nonlinear model passed its stopping checks.",0,0,
Heat2D,1024,linear_weak_exact,1.6758304893223035,0.8380644721910357,fom_cg_cn_tol1e2,0.7706845902824921,59.1779820388183,70.6126843488585,3529772,worktrees/2026-09-07-mr-heat2d/experiments/mr-heat2d/runs/iterative_cg09/archive/outputs/results.json,Worst current-relative physical-reference L2 over all cases and all requested times.,"Earlier audited frozen-checkpoint experiment, measured separately from the newest direct-FOM table. CG and NM-ROM use matching Crank–Nicolson steps. All displayed CG solves converged; the nonlinear model passed its stopping checks.",0,0,
